"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-01-01 ~ 2026-06-25"
"실거래구분 : 상업업무용(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","매수","매도","계약년월","계약일","지분구분","건축년도","해제사유발생일","거래유형","중개사소재지"
"151","서울특별시 금천구 가산동","집합","481-11","가마산로","준공업","업무","25m이상","139.72"," ","53,233","8","법인","법인","202606","11","","2004","-","직거래","-"
"152","서울특별시 영등포구 당산동2가","집합","30-2","영등포로","준공업","제2종근린생활","25m이상","304.25"," ","103,847","","기타","법인","202606","11","","1987","-","직거래","-"
"153","서울특별시 강서구 마곡동","집합","799-16","마곡중앙2로","준주거","업무","25m미만","43.29"," ","20,500","6","개인","개인","202606","11","","2019","-","중개거래","서울 강서구"
"154","서울특별시 영등포구 당산동2가","집합","30-2","영등포로","준공업","제2종근린생활","25m이상","360.00"," ","178,653","","기타","법인","202606","11","","1987","-","직거래","-"
"155","서울특별시 성동구 성수동2가","집합","280-6","아차산로17길","준공업","업무","12m미만","89.10"," ","124,732","2","법인","법인","202606","11","","2020","-","중개거래","서울 송파구"
"156","서울특별시 중구 순화동","집합","151","칠패로","일반상업","숙박","25m이상","42.19"," ","23,000","","개인","개인","202606","11","","2007","-","직거래","-"
"157","서울특별시 구로구 구로동","집합","1258","경인로53길","준공업","판매","25m이상","20.02"," ","25,000","","개인","개인","202606","11","","","-","중개거래","서울 구로구"
"158","서울특별시 금천구 가산동","집합","481-11","가마산로","준공업","업무","25m이상","288.25"," ","109,823","8","법인","법인","202606","11","","2004","-","직거래","-"
"159","서울특별시 광진구 광장동","집합","484","아차산로70길","제3종일반주거","제1종근린생활","25m이상","4.99"," ","912","","법인","개인","202606","11","지분","1990","-","중개거래","서울 강남구"
"160","서울특별시 광진구 광장동","집합","484","아차산로70길","제3종일반주거","제1종근린생활","25m이상","4.99"," ","912","","법인","개인","202606","11","지분","1990","-","중개거래","서울 강남구"
"161","서울특별시 광진구 광장동","집합","484","아차산로70길","제3종일반주거","제1종근린생활","25m이상","37.61"," ","6,876","","법인","개인","202606","11","지분","1990","-","중개거래","서울 강남구"
"162","서울특별시 강남구 수서동","집합","725","광평로56길","일반상업","업무","25m미만","39.79"," ","14,839","9","법인","개인","202606","11","","1997","-","직거래","-"
"163","서울특별시 성동구 성수동2가","집합","280-6","아차산로17길","준공업","업무","12m미만","92.40"," ","129,352","2","법인","법인","202606","11","","2020","-","중개거래","서울 송파구"
"164","서울특별시 성동구 용답동","일반","7*","천호대로","준주거","제1종근린생활","25m이상","488.79","212.90","430,000","","법인","개인","202606","11","","1983","-","중개거래","서울 성동구"
"165","서울특별시 성동구 성수동2가","집합","269-25","성수이로10길","준공업","제2종근린생활","12m미만","82.49"," ","115,000","1","개인","개인","202606","11","","2015","-","중개거래","서울 성동구"
"166","서울특별시 종로구 수송동","집합","85","율곡로2길","일반상업","숙박","25m이상","42.87"," ","47,500","6","개인","개인","202606","11","","2005","-","중개거래","서울 종로구"
"167","서울특별시 금천구 독산동","집합","1155","시흥대로","준주거","판매","25m이상","63.22"," ","50,000","1","개인","개인","202606","11","","2018","-","중개거래","서울 금천구"
"168","서울특별시 금천구 가산동","집합","481-11","가마산로","준공업","업무","25m이상","279.44"," ","106,466","8","법인","법인","202606","11","","2004","-","직거래","-"
"169","서울특별시 성동구 성수동2가","집합","280-6","아차산로17길","준공업","업무","12m미만","89.10"," ","124,732","2","법인","법인","202606","11","","2020","-","중개거래","서울 송파구"
"170","서울특별시 성동구 성수동2가","집합","280-6","아차산로17길","준공업","업무","12m미만","85.86"," ","120,183","2","법인","법인","202606","11","","2020","-","중개거래","서울 송파구"
"171","서울특별시 양천구 신월동","집합","80-5","남부순환로35길","제2종일반주거","제2종근린생활","12m미만","37.51"," ","22,000","2","법인","법인","202606","10","","2019","-","직거래","-"
"172","서울특별시 중구 황학동","집합","1651","난계로17길","일반상업","숙박","8m미만","21.76"," ","14,900","9","개인","개인","202606","10","","2015","-","중개거래","경기 수원시 팔달구"
"173","서울특별시 강동구 길동","집합","415-16","진황도로","일반상업","제2종근린생활","25m미만","22.66"," ","38,000","1","개인","개인","202606","10","","2014","-","중개거래","서울 강남구"
"174","서울특별시 중구 황학동","집합","1651","난계로17길","일반상업","숙박","8m미만","16.70"," ","11,400","9","개인","개인","202606","10","","2015","-","중개거래","경기 수원시 팔달구"
"175","서울특별시 강서구 마곡동","집합","801-1","공항대로","일반상업","업무","25m이상","36.36"," ","22,250","6","개인","개인","202606","10","","2018","-","직거래","-"
"176","서울특별시 광진구 자양동","집합","230-32","아차산로44가길","제2종일반주거","제2종근린생활","8m미만","30.72"," ","38,000","1","개인","개인","202606","10","","2019","-","중개거래","서울 광진구"
"177","서울특별시 중구 황학동","집합","1651","난계로17길","일반상업","숙박","8m미만","21.76"," ","14,900","7","개인","개인","202606","10","","2015","-","중개거래","경기 수원시 팔달구"
"178","서울특별시 마포구 창전동","일반","1**","서강로","제3종일반주거","제2종근린생활","25m이상","1575.58","493.00","1,650,000","","법인","법인","202606","10","","2022","-","중개거래","서울 강남구"
"179","서울특별시 중구 황학동","집합","1651","난계로17길","일반상업","숙박","8m미만","19.00"," ","13,000","9","개인","개인","202606","10","","2015","-","중개거래","경기 수원시 팔달구"
"180","서울특별시 관악구 남현동","집합","1061-18","과천대로","일반상업","제2종근린생활","25m이상","12.70"," ","12,800","","법인","개인","202606","10","","2005","-","중개거래","서울 관악구"
"181","서울특별시 관악구 남현동","집합","1061-18","과천대로","일반상업","제2종근린생활","25m이상","41.03"," ","40,700","2","법인","개인","202606","10","","2005","-","중개거래","서울 관악구"
"182","서울특별시 중구 황학동","집합","1651","난계로17길","일반상업","숙박","8m미만","22.48"," ","11,400","2","개인","개인","202606","10","","2015","-","중개거래","경기 수원시 팔달구"
"183","서울특별시 중구 황학동","집합","1651","난계로17길","일반상업","숙박","8m미만","19.00"," ","10,600","3","개인","개인","202606","10","","2015","-","중개거래","경기 수원시 팔달구"
"184","서울특별시 중구 황학동","집합","1651","난계로17길","일반상업","숙박","8m미만","22.48"," ","12,800","3","개인","개인","202606","10","","2015","-","중개거래","경기 수원시 팔달구"
"185","서울특별시 중구 황학동","집합","1651","난계로17길","일반상업","숙박","8m미만","16.70"," ","9,400","3","개인","개인","202606","10","","2015","-","중개거래","경기 수원시 팔달구"
"186","서울특별시 중구 황학동","집합","1651","난계로17길","일반상업","숙박","8m미만","22.48"," ","15,700","9","개인","개인","202606","10","","2015","-","중개거래","경기 수원시 팔달구"
"187","서울특별시 중구 황학동","집합","1651","난계로17길","일반상업","숙박","8m미만","19.00"," ","9,500","2","개인","개인","202606","10","","2015","-","중개거래","경기 수원시 팔달구"
"188","서울특별시 중구 황학동","집합","1651","난계로17길","일반상업","숙박","8m미만","16.70"," ","11,700","10","개인","개인","202606","10","","2015","-","중개거래","경기 수원시 팔달구"
"189","서울특별시 강동구 암사동","집합","413-3","고덕로","제3종일반주거","제1종근린생활","25m이상","34.13"," ","19,500","","개인","개인","202606","10","","2007","-","중개거래","서울 강동구"
"190","서울특별시 중구 황학동","집합","1651","난계로17길","일반상업","숙박","8m미만","19.00"," ","13,300","10","개인","개인","202606","10","","2015","-","중개거래","경기 수원시 팔달구"
"191","서울특별시 도봉구 방학동","집합","720-33","마들로","준공업","제1종근린생활","25m이상","26.71"," ","34,000","","개인","개인","202606","10","","2003","-","중개거래","서울 도봉구"
"192","서울특별시 도봉구 방학동","집합","720-33","마들로","준공업","제1종근린생활","25m이상","26.71"," ","35,000","","법인","개인","202606","10","","2003","-","중개거래","서울 노원구"
"193","서울특별시 중구 황학동","집합","1651","난계로17길","일반상업","제1종근린생활","8m미만","59.06"," ","10,000","","개인","개인","202606","10","","2015","-","중개거래","경기 수원시 팔달구"
"194","서울특별시 중구 황학동","집합","1651","난계로17길","일반상업","숙박","8m미만","22.48"," ","16,000","10","개인","개인","202606","10","","2015","-","중개거래","경기 수원시 팔달구"
"195","서울특별시 중구 황학동","집합","1651","난계로17길","일반상업","숙박","8m미만","16.70"," ","8,300","2","개인","개인","202606","10","","2015","-","중개거래","경기 수원시 팔달구"
"196","서울특별시 중구 황학동","집합","1651","난계로17길","일반상업","숙박","8m미만","16.70"," ","11,400","7","개인","개인","202606","10","","2015","-","중개거래","경기 수원시 팔달구"
"197","서울특별시 중구 황학동","집합","1651","난계로17길","일반상업","숙박","8m미만","21.76"," ","10,800","2","개인","개인","202606","10","","2015","-","중개거래","경기 수원시 팔달구"
"198","서울특별시 중구 황학동","집합","1651","난계로17길","일반상업","숙박","8m미만","19.00"," ","13,000","7","개인","개인","202606","10","","2015","-","중개거래","경기 수원시 팔달구"
"199","서울특별시 중구 황학동","집합","1651","난계로17길","일반상업","숙박","8m미만","21.76"," ","12,200","3","개인","개인","202606","10","","2015","-","중개거래","경기 수원시 팔달구"
"200","서울특별시 중구 황학동","집합","1651","난계로17길","일반상업","숙박","8m미만","22.48"," ","15,700","7","개인","개인","202606","10","","2015","-","중개거래","경기 수원시 팔달구"
"201","서울특별시 영등포구 당산동2가","집합","30-2","영등포로","준공업","제2종근린생활","25m이상","42.75"," ","25,000","","개인","법인","202606","10","","1987","-","중개거래","서울 영등포구"
"202","서울특별시 강남구 자곡동","집합","631","자곡로","제3종일반주거","기타","12m미만","32.27"," ","24,500","5","법인","개인","202606","10","","2015","-","직거래","-"
"203","서울특별시 강동구 길동","집합","415-16","진황도로","일반상업","제2종근린생활","25m미만","18.38"," ","37,000","1","개인","개인","202606","10","","2014","-","중개거래","서울 강남구"
"204","서울특별시 중구 을지로6가","집합","18-35","장충단로","일반상업","판매","25m이상","3.77"," ","5,000","","법인","개인","202606","10","","2002","-","직거래","-"
"205","서울특별시 송파구 가락동","집합","99-7","중대로","일반상업","업무","25m이상","51.02"," ","32,500","10","개인","개인","202606","09","","2007","-","중개거래","서울 송파구"
"206","서울특별시 영등포구 영등포동3가","집합","9-13","영중로","일반상업","판매","25m이상","4.96"," ","2,350","","법인","개인","202606","09","","2005","-","직거래","-"
